WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,NumberAttendances,Average20182019,PercentVariation
20210321,S08000031,,45 - 64,,All,d,1282,1484,-13.6
20210321,S08000031,,65 - 74,,All,d,482,562,-14.2
20210321,S08000031,,75 - 84,,All,d,428,507,-15.6
20210321,S08000031,,85 and over,,All,d,250,306.5,-18.4
20210321,S08000031,,All ages,d,All,d,5675,7131.5,-20.4
20210321,S08000031,,All ages,d,Female,,2788,3419.5,-18.5
20210321,S08000031,,All ages,d,Male,,2866,3618,-20.8
20210321,S08000032,,Under 5,,All,d,218,228,-4.4
20210321,S08000032,,5 - 14,,All,d,314,390.5,-19.6
20210321,S08000032,,15 - 44,,All,d,1220,1501,-18.7
20210321,S08000032,,45 - 64,,All,d,980,1020,-3.9
20210321,S08000032,,65 - 74,,All,d,416,449,-7.3
20210321,S08000032,,75 - 84,,All,d,356,382.5,-6.9
20210321,S08000032,,85 and over,,All,d,187,202.5,-7.7
20210321,S08000032,,All ages,d,All,d,3708,4210,-11.9
20210321,S08000032,,All ages,d,Female,,1850,2079.5,-11
20210321,S08000032,,All ages,d,Male,,1841,2094,-12.1
20210321,S92000003,d,Under 5,,All,d,1979,2539.5,-22.1
20210321,S92000003,d,5 - 14,,All,d,2231,2914,-23.4
20210321,S92000003,d,15 - 44,,All,d,7251,9358.5,-22.5
20210321,S92000003,d,45 - 64,,All,d,4840,5686.5,-14.9
20210321,S92000003,d,65 - 74,,All,d,2165,2414,-10.3
20210321,S92000003,d,75 - 84,,All,d,1934,2083,-7.2
20210321,S92000003,d,85 and over,,All,d,1082,1230,-12
20210321,S92000003,d,All ages,d,All,d,21659,26725,-19
20210321,S92000003,d,All ages,d,Female,,10491,12801.5,-18
20210321,S92000003,d,All ages,d,Male,,10991,13424,-18.1
20210328,S08000015,,Under 5,,All,d,93,216,-56.9
20210328,S08000015,,5 - 14,,All,d,172,252,-31.7
20210328,S08000015,,15 - 44,,All,d,447,707.5,-36.8
20210328,S08000015,,45 - 64,,All,d,348,462.5,-24.8
20210328,S08000015,,65 - 74,,All,d,162,183,-11.5
20210328,S08000015,,75 - 84,,All,d,146,192.5,-24.2
20210328,S08000015,,85 and over,,All,d,75,93.5,-19.8
20210328,S08000015,,All ages,d,All,d,1451,2125,-31.7
20210328,S08000015,,All ages,d,Female,,725,1034,-29.9
20210328,S08000015,,All ages,d,Male,,718,1073,-33.1
20210328,S08000016,,Under 5,,All,d,24,30,-20
20210328,S08000016,,5 - 14,,All,d,28,45.5,-38.5
20210328,S08000016,,15 - 44,,All,d,138,172.5,-20
20210328,S08000016,,45 - 64,,All,d,132,124,6.5
20210328,S08000016,,65 - 74,,All,d,68,69,-1.4
20210328,S08000016,,75 - 84,,All,d,59,70.5,-16.3
20210328,S08000016,,85 and over,,All,d,43,50.5,-14.9
20210328,S08000016,,All ages,d,All,d,493,573.5,-14
20210328,S08000016,,All ages,d,Female,,246,291,-15.5
20210328,S08000016,,All ages,d,Male,,246,271,-9.2
20210328,S08000017,,Under 5,,All,d,30,71.5,-58
20210328,S08000017,,5 - 14,,All,d,42,104,-59.6
20210328,S08000017,,15 - 44,,All,d,197,272.5,-27.7
20210328,S08000017,,45 - 64,,All,d,134,168.5,-20.5
20210328,S08000017,,65 - 74,,All,d,69,80,-13.8
20210328,S08000017,,75 - 84,,All,d,66,77.5,-14.8
20210328,S08000017,,85 and over,,All,d,49,44.5,10.1
20210328,S08000017,,All ages,d,All,d,593,832.5,-28.8
20210328,S08000017,,All ages,d,Female,,265,403,-34.2
20210328,S08000017,,All ages,d,Male,,322,415.5,-22.5
20210328,S08000019,,Under 5,,All,d,89,93.5,-4.8
20210328,S08000019,,5 - 14,,All,d,106,125,-15.2
20210328,S08000019,,15 - 44,,All,d,300,441,-32
20210328,S08000019,,45 - 64,,All,d,279,298,-6.4
20210328,S08000019,,65 - 74,,All,d,102,126.5,-19.4
20210328,S08000019,,75 - 84,,All,d,96,104.5,-8.1
20210328,S08000019,,85 and over,,All,d,56,62,-9.7
20210328,S08000019,,All ages,d,All,d,1028,1286,-20.1
20210328,S08000019,,All ages,d,Female,,500,583,-14.2
20210328,S08000019,,All ages,d,Male,,528,667.5,-20.9
20210328,S08000020,,Under 5,,All,d,136,186,-26.9
20210328,S08000020,,5 - 14,,All,d,209,269,-22.3
20210328,S08000020,,15 - 44,,All,d,475,735.5,-35.4
20210328,S08000020,,45 - 64,,All,d,308,386,-20.2
20210328,S08000020,,65 - 74,,All,d,164,174,-5.7
20210328,S08000020,,75 - 84,,All,d,143,141.5,1.1
20210328,S08000020,,85 and over,,All,d,84,89.5,-6.1
20210328,S08000020,,All ages,d,All,d,1545,2037,-24.2
20210328,S08000020,,All ages,d,Female,,714,931,-23.3
20210328,S08000020,,All ages,d,Male,,805,1050.5,-23.4
20210328,S08000022,,Under 5,,All,d,53,69,-23.2
20210328,S08000022,,5 - 14,,All,d,76,111.5,-31.8
20210328,S08000022,,15 - 44,,All,d,307,406,-24.4
20210328,S08000022,,45 - 64,,All,d,212,257.5,-17.7
20210328,S08000022,,65 - 74,,All,d,97,104.5,-7.2
20210328,S08000022,,75 - 84,,All,d,87,105.5,-17.5
20210328,S08000022,,85 and over,,All,d,58,63.5,-8.7
20210328,S08000022,,All ages,d,All,d,907,1169,-22.4
20210328,S08000022,,All ages,d,Female,,428,533,-19.7
20210328,S08000022,,All ages,d,Male,,462,584.5,-21
20210328,S08000024,,Under 5,,All,d,489,590.5,-17.2
20210328,S08000024,,5 - 14,,All,d,521,642.5,-18.9
20210328,S08000024,,15 - 44,,All,d,1283,1480.5,-13.3
20210328,S08000024,,45 - 64,,All,d,754,765.5,-1.5
20210328,S08000024,,65 - 74,,All,d,293,334,-12.3
20210328,S08000024,,75 - 84,,All,d,263,285.5,-7.9
20210328,S08000024,,85 and over,,All,d,162,193.5,-16.3
20210328,S08000024,,All ages,d,All,d,3822,4470,-14.5
20210328,S08000024,,All ages,d,Female,,1907,2146,-11.1
20210328,S08000024,,All ages,d,Male,,1858,2146,-13.4
20210328,S08000025,,5 - 14,,All,d,9,11.5,-21.7
20210328,S08000025,,15 - 44,,All,d,33,31,6.5
20210328,S08000025,,45 - 64,,All,d,19,35,-45.7
20210328,S08000025,,65 - 74,,All,d,14,17.5,-20
20210328,S08000025,,75 - 84,,All,d,11,9,22.2
20210328,S08000025,,85 and over,,All,d,9,8,12.5
20210328,S08000025,,All ages,d,All,d,98,118.5,-17.3
20210328,S08000025,,All ages,d,Female,,52,55.5,-6.3
20210328,S08000025,,All ages,d,Male,,46,60,-23.3
20210328,S08000026,,Under 5,,All,d,7,9,-22.2
20210328,S08000026,,5 - 14,,All,d,7,17,-58.8
20210328,S08000026,,15 - 44,,All,d,33,51,-35.3
20210328,S08000026,,45 - 64,,All,d,24,33,-27.3
20210328,S08000026,,65 - 74,,All,d,8,17,-52.9
20210328,S08000026,,75 - 84,,All,d,22,12.5,76
20210328,S08000026,,85 and over,,All,d,6,8,-25
20210328,S08000026,,All ages,d,All,d,110,151.5,-27.4
20210328,S08000026,,All ages,d,Female,,52,66.5,-21.8
20210328,S08000026,,All ages,d,Male,,55,81,-32.1
20210328,S08000028,,15 - 44,,All,d,22,35,-37.1
20210328,S08000028,,45 - 64,,All,d,10,25,-60
20210328,S08000028,,65 - 74,,All,d,9,17.5,-48.6
20210328,S08000028,,75 - 84,,All,d,8,17,-52.9
20210328,S08000028,,85 and over,,All,d,9,5,80
20210328,S08000028,,All ages,d,All,d,67,123.5,-45.7
20210328,S08000028,,All ages,d,Female,,31,58,-46.6
20210328,S08000028,,All ages,d,Male,,32,62.5,-48.8
20210328,S08000029,,Under 5,,All,d,88,106,-17
20210328,S08000029,,5 - 14,,All,d,110,143,-23.1
20210328,S08000029,,15 - 44,,All,d,359,498,-27.9
20210328,S08000029,,45 - 64,,All,d,243,284.5,-14.6
20210328,S08000029,,65 - 74,,All,d,108,114.5,-5.7
20210328,S08000029,,75 - 84,,All,d,98,112,-12.5
20210328,S08000029,,85 and over,,All,d,62,67.5,-8.1
20210328,S08000029,,All ages,d,All,d,1068,1341,-20.4
20210328,S08000029,,All ages,d,Female,,521,657.5,-20.8
20210328,S08000029,,All ages,d,Male,,547,668,-18.1
20210328,S08000030,,Under 5,,All,d,79,111.5,-29.1
20210328,S08000030,,5 - 14,,All,d,133,152,-12.5
20210328,S08000030,,15 - 44,,All,d,437,558,-21.7
20210328,S08000030,,45 - 64,,All,d,262,283,-7.4
20210328,S08000030,,65 - 74,,All,d,103,130.5,-21.1
20210328,S08000030,,75 - 84,,All,d,89,110,-19.1
20210328,S08000030,,85 and over,,All,d,78,76.5,2
20210328,S08000030,,All ages,d,All,d,1181,1439,-17.9
20210328,S08000030,,All ages,d,Female,,582,680.5,-14.5
20210328,S08000030,,All ages,d,Male,,599,741,-19.2
20210328,S08000031,,Under 5,,All,d,578,862,-32.9
20210328,S08000031,,5 - 14,,All,d,652,790.5,-17.5
20210328,S08000031,,15 - 44,,All,d,1982,2551,-22.3
20210328,S08000031,,45 - 64,,All,d,1202,1462,-17.8
20210328,S08000031,,65 - 74,,All,d,474,554.5,-14.5
20210328,S08000031,,75 - 84,,All,d,400,504,-20.6
20210328,S08000031,,85 and over,,All,d,239,311,-23.2
20210328,S08000031,,All ages,d,All,d,5538,7159.5,-22.6
20210328,S08000031,,All ages,d,Female,,2668,3383,-21.1
20210328,S08000031,,All ages,d,Male,,2859,3652,-21.7
20210328,S08000032,,Under 5,,All,d,198,231,-14.3
20210328,S08000032,,5 - 14,,All,d,282,414.5,-32
20210328,S08000032,,15 - 44,,All,d,1238,1461,-15.3
20210328,S08000032,,45 - 64,,All,d,929,1032.5,-10
20210328,S08000032,,65 - 74,,All,d,394,436,-9.6
20210328,S08000032,,75 - 84,,All,d,344,384,-10.4
20210328,S08000032,,85 and over,,All,d,173,180,-3.9
20210328,S08000032,,All ages,d,All,d,3581,4179,-14.3
20210328,S08000032,,All ages,d,Female,,1787,2109,-15.3
20210328,S08000032,,All ages,d,Male,,1771,2030,-12.8
20210328,S92000003,d,Under 5,,All,d,1869,2588,-27.8
20210328,S92000003,d,5 - 14,,All,d,2350,3090.5,-24
20210328,S92000003,d,15 - 44,,All,d,7251,9400.5,-22.9
20210328,S92000003,d,45 - 64,,All,d,4856,5617,-13.5
20210328,S92000003,d,65 - 74,,All,d,2065,2358.5,-12.4
20210328,S92000003,d,75 - 84,,All,d,1832,2126,-13.8
20210328,S92000003,d,85 and over,,All,d,1103,1253,-12
20210328,S92000003,d,All ages,d,All,d,21482,27005,-20.5
20210328,S92000003,d,All ages,d,Female,,10478,12931,-19
20210328,S92000003,d,All ages,d,Male,,10848,13502.5,-19.7
20210404,S08000015,,Under 5,,All,d,122,237,-48.5
20210404,S08000015,,5 - 14,,All,d,170,243.5,-30.2
20210404,S08000015,,15 - 44,,All,d,508,750,-32.3
20210404,S08000015,,45 - 64,,All,d,443,466,-4.9
20210404,S08000015,,65 - 74,,All,d,155,208,-25.5
20210404,S08000015,,75 - 84,,All,d,158,197,-19.8
20210404,S08000015,,85 and over,,All,d,87,96,-9.4
20210404,S08000015,,All ages,d,All,d,1652,2227,-25.8
20210404,S08000015,,All ages,d,Female,,833,1085,-23.2
20210404,S08000015,,All ages,d,Male,,810,1112.5,-27.2
20210404,S08000016,,Under 5,,All,d,23,27,-14.8
20210404,S08000016,,5 - 14,,All,d,34,43,-20.9
20210404,S08000016,,15 - 44,,All,d,139,183,-24
20210404,S08000016,,45 - 64,,All,d,138,134.5,2.6
20210404,S08000016,,65 - 74,,All,d,66,81.5,-19
20210404,S08000016,,75 - 84,,All,d,57,74.5,-23.5
20210404,S08000016,,85 and over,,All,d,59,43.5,35.6
20210404,S08000016,,All ages,d,All,d,523,602,-13.1
20210404,S08000016,,All ages,d,Female,,258,294,-12.2
20210404,S08000016,,All ages,d,Male,,258,293,-11.9
20210404,S08000017,,Under 5,,All,d,46,79,-41.8
20210404,S08000017,,5 - 14,,All,d,53,92.5,-42.7
20210404,S08000017,,15 - 44,,All,d,243,283.5,-14.3
20210404,S08000017,,45 - 64,,All,d,160,172.5,-7.2
20210404,S08000017,,65 - 74,,All,d,82,97.5,-15.9
20210404,S08000017,,75 - 84,,All,d,64,98,-34.7
20210404,S08000017,,85 and over,,All,d,35,46.5,-24.7
20210404,S08000017,,All ages,d,All,d,687,888.5,-22.7
20210404,S08000017,,All ages,d,Female,,326,439.5,-25.8
20210404,S08000017,,All ages,d,Male,,357,430,-17
20210404,S08000019,,Under 5,,All,d,96,88,9.1
20210404,S08000019,,5 - 14,,All,d,105,120.5,-12.9
20210404,S08000019,,15 - 44,,All,d,361,447.5,-19.3
20210404,S08000019,,45 - 64,,All,d,254,308,-17.5
20210404,S08000019,,65 - 74,,All,d,104,130,-20
20210404,S08000019,,75 - 84,,All,d,124,112.5,10.2
20210404,S08000019,,85 and over,,All,d,53,62,-14.5
20210404,S08000019,,All ages,d,All,d,1099,1304.5,-15.8
20210404,S08000019,,All ages,d,Female,,517,590.5,-12.4
20210404,S08000019,,All ages,d,Male,,580,678,-14.5
20210404,S08000020,,Under 5,,All,d,136,157,-13.4
20210404,S08000020,,5 - 14,,All,d,173,233,-25.8
20210404,S08000020,,15 - 44,,All,d,498,684,-27.2
20210404,S08000020,,45 - 64,,All,d,321,395.5,-18.8
20210404,S08000020,,65 - 74,,All,d,155,176,-11.9
20210404,S08000020,,75 - 84,,All,d,151,135.5,11.4
20210404,S08000020,,85 and over,,All,d,101,79.5,27
20210404,S08000020,,All ages,d,All,d,1557,1912.5,-18.6
20210404,S08000020,,All ages,d,Female,,745,914.5,-18.5
20210404,S08000020,,All ages,d,Male,,790,946,-16.5
20210404,S08000022,,Under 5,,All,d,59,62.5,-5.6
20210404,S08000022,,5 - 14,,All,d,78,107,-27.1
20210404,S08000022,,15 - 44,,All,d,284,402.5,-29.4
20210404,S08000022,,45 - 64,,All,d,223,278,-19.8
20210404,S08000022,,65 - 74,,All,d,108,117,-7.7
20210404,S08000022,,75 - 84,,All,d,98,107,-8.4
20210404,S08000022,,85 and over,,All,d,54,52.5,2.9
20210404,S08000022,,All ages,d,All,d,924,1197.5,-22.8
20210404,S08000022,,All ages,d,Female,,437,523,-16.4
20210404,S08000022,,All ages,d,Male,,467,603.5,-22.6
20210404,S08000024,,Under 5,,All,d,442,590,-25.1
20210404,S08000024,,5 - 14,,All,d,497,625,-20.5
20210404,S08000024,,15 - 44,,All,d,1374,1442,-4.7
20210404,S08000024,,45 - 64,,All,d,825,807,2.2
20210404,S08000024,,65 - 74,,All,d,316,311,1.6
20210404,S08000024,,75 - 84,,All,d,311,297,4.7
20210404,S08000024,,85 and over,,All,d,197,188,4.8
20210404,S08000024,,All ages,d,All,d,4021,4473,-10.1
20210404,S08000024,,All ages,d,Female,,2007,2126,-5.6
20210404,S08000024,,All ages,d,Male,,1955,2134,-8.4
20210404,S08000025,,5 - 14,,All,d,5,7,-28.6
20210404,S08000025,,15 - 44,,All,d,28,30.5,-8.2
20210404,S08000025,,45 - 64,,All,d,23,29.5,-22
20210404,S08000025,,65 - 74,,All,d,9,10.5,-14.3
20210404,S08000025,,75 - 84,,All,d,7,14.5,-51.7
20210404,S08000025,,All ages,d,All,d,80,113.5,-29.5
20210404,S08000025,,All ages,d,Female,,35,47.5,-26.3
20210404,S08000025,,All ages,d,Male,,44,62,-29
20210404,S08000026,,15 - 44,,All,d,34,49.5,-31.3
20210404,S08000026,,45 - 64,,All,d,18,32,-43.8
20210404,S08000026,,65 - 74,,All,d,16,16,-0
20210404,S08000026,,75 - 84,,All,d,12,18.5,-35.1
20210404,S08000026,,85 and over,,All,d,6,5.5,9.1
20210404,S08000026,,All ages,d,All,d,98,148,-33.8
20210404,S08000026,,All ages,d,Female,,55,71,-22.5
20210404,S08000026,,All ages,d,Male,,39,72.5,-46.2
20210404,S08000028,,Under 5,,All,d,5,9,-44.4
20210404,S08000028,,15 - 44,,All,d,19,38,-50
20210404,S08000028,,45 - 64,,All,d,14,34.5,-59.4
20210404,S08000028,,65 - 74,,All,d,9,15.5,-41.9
20210404,S08000028,,75 - 84,,All,d,10,19.5,-48.7
20210404,S08000028,,85 and over,,All,d,7,7.5,-6.7
20210404,S08000028,,All ages,d,All,d,69,144,-52.1
20210404,S08000028,,All ages,d,Female,,29,63,-54
20210404,S08000028,,All ages,d,Male,,38,73.5,-48.3
20210404,S08000029,,Under 5,,All,d,75,102.5,-26.8
20210404,S08000029,,5 - 14,,All,d,117,124,-5.6
20210404,S08000029,,15 - 44,,All,d,397,461.5,-14
20210404,S08000029,,45 - 64,,All,d,272,291,-6.5
20210404,S08000029,,65 - 74,,All,d,129,119.5,7.9
20210404,S08000029,,75 - 84,,All,d,94,108,-13
20210404,S08000029,,85 and over,,All,d,72,56.5,27.4
20210404,S08000029,,All ages,d,All,d,1156,1276,-9.4
20210404,S08000029,,All ages,d,Female,,575,603,-4.6
20210404,S08000029,,All ages,d,Male,,581,660,-12
20210404,S08000030,,Under 5,,All,d,115,104.5,10
20210404,S08000030,,5 - 14,,All,d,130,166,-21.7
20210404,S08000030,,15 - 44,,All,d,467,552.5,-15.5
20210404,S08000030,,45 - 64,,All,d,249,295.5,-15.7
20210404,S08000030,,65 - 74,,All,d,104,128.5,-19.1
20210404,S08000030,,75 - 84,,All,d,99,114,-13.2
20210404,S08000030,,85 and over,,All,d,56,69.5,-19.4
20210404,S08000030,,All ages,d,All,d,1221,1459,-16.3
20210404,S08000030,,All ages,d,Female,,597,671.5,-11.1
20210404,S08000030,,All ages,d,Male,,623,759,-17.9
20210404,S08000031,,Under 5,,All,d,611,890.5,-31.4
20210404,S08000031,,5 - 14,,All,d,616,757,-18.6
20210404,S08000031,,15 - 44,,All,d,1996,2484,-19.6
20210404,S08000031,,45 - 64,,All,d,1336,1498.5,-10.8
20210404,S08000031,,65 - 74,,All,d,496,573,-13.4
20210404,S08000031,,75 - 84,,All,d,459,515.5,-11
20210404,S08000031,,85 and over,,All,d,271,292.5,-7.4
20210404,S08000031,,All ages,d,All,d,5804,7158.5,-18.9
20210404,S08000031,,All ages,d,Female,,2887,3399.5,-15.1
20210404,S08000031,,All ages,d,Male,,2898,3611.5,-19.8
20210404,S08000032,,Under 5,,All,d,180,205.5,-12.4
20210404,S08000032,,5 - 14,,All,d,273,340.5,-19.8
20210404,S08000032,,15 - 44,,All,d,1288,1403.5,-8.2
20210404,S08000032,,45 - 64,,All,d,999,981.5,1.8
20210404,S08000032,,65 - 74,,All,d,415,411,1
20210404,S08000032,,75 - 84,,All,d,343,379,-9.5
20210404,S08000032,,85 and over,,All,d,176,196.5,-10.4
20210404,S08000032,,All ages,d,All,d,3696,3954,-6.5
20210404,S08000032,,All ages,d,Female,,1792,1977.5,-9.4
20210404,S08000032,,All ages,d,Male,,1882,1940,-3
20210404,S92000003,d,Under 5,,All,d,1917,2575.5,-25.6
20210404,S92000003,d,5 - 14,,All,d,2258,2880,-21.6
20210404,S92000003,d,15 - 44,,All,d,7636,9212,-17.1
20210404,S92000003,d,45 - 64,,All,d,5275,5724,-7.8
20210404,S92000003,d,65 - 74,,All,d,2164,2395,-9.6
20210404,S92000003,d,75 - 84,,All,d,1987,2190.5,-9.3
20210404,S92000003,d,85 and over,,All,d,1178,1204,-2.2
20210404,S92000003,d,All ages,d,All,d,22587,26858,-15.9
20210404,S92000003,d,All ages,d,Female,,11093,12805.5,-13.4
20210404,S92000003,d,All ages,d,Male,,11322,13375.5,-15.4
20210411,S08000015,,Under 5,,All,d,140,212,-34
20210411,S08000015,,5 - 14,,All,d,124,167.5,-26
20210411,S08000015,,15 - 44,,All,d,516,728.5,-29.2
20210411,S08000015,,45 - 64,,All,d,368,488,-24.6
20210411,S08000015,,65 - 74,,All,d,191,217.5,-12.2
20210411,S08000015,,75 - 84,,All,d,164,197,-16.8
20210411,S08000015,,85 and over,,All,d,83,101.5,-18.2
20210411,S08000015,,All ages,d,All,d,1601,2120.5,-24.5
20210411,S08000015,,All ages,d,Female,,733,1048.5,-30.1
20210411,S08000015,,All ages,d,Male,,853,1063.5,-19.8
20210411,S08000016,,Under 5,,All,d,20,35.5,-43.7
20210411,S08000016,,5 - 14,,All,d,28,31.5,-11.1
20210411,S08000016,,15 - 44,,All,d,145,179.5,-19.2
20210411,S08000016,,45 - 64,,All,d,136,146,-6.8
20210411,S08000016,,65 - 74,,All,d,70,77.5,-9.7
20210411,S08000016,,75 - 84,,All,d,74,73,1.4
20210411,S08000016,,85 and over,,All,d,46,45,2.2
20210411,S08000016,,All ages,d,All,d,525,591,-11.2
20210411,S08000016,,All ages,d,Female,,247,293.5,-15.8
20210411,S08000016,,All ages,d,Male,,272,294.5,-7.6
20210411,S08000017,,Under 5,,All,d,32,77.5,-58.7
20210411,S08000017,,5 - 14,,All,d,52,88.5,-41.2
20210411,S08000017,,15 - 44,,All,d,203,286,-29
20210411,S08000017,,45 - 64,,All,d,155,193,-19.7
20210411,S08000017,,65 - 74,,All,d,85,99.5,-14.6
20210411,S08000017,,75 - 84,,All,d,80,85.5,-6.4
20210411,S08000017,,85 and over,,All,d,49,45.5,7.7
20210411,S08000017,,All ages,d,All,d,659,875.5,-24.7
20210411,S08000017,,All ages,d,Female,,311,424.5,-26.7
20210411,S08000017,,All ages,d,Male,,345,451,-23.5
20210411,S08000019,,Under 5,,All,d,78,92.5,-15.7
20210411,S08000019,,5 - 14,,All,d,65,69.5,-6.5
20210411,S08000019,,15 - 44,,All,d,353,425,-16.9
20210411,S08000019,,45 - 64,,All,d,241,313.5,-23.1
20210411,S08000019,,65 - 74,,All,d,130,122,6.6
20210411,S08000019,,75 - 84,,All,d,115,115,-0
20210411,S08000019,,85 and over,,All,d,59,66.5,-11.3
20210411,S08000019,,All ages,d,All,d,1041,1217.5,-14.5
20210411,S08000019,,All ages,d,Female,,515,579.5,-11.1
20210411,S08000019,,All ages,d,Male,,526,624.5,-15.8
20210411,S08000020,,Under 5,,All,d,111,152,-27
20210411,S08000020,,5 - 14,,All,d,134,163,-17.8
20210411,S08000020,,15 - 44,,All,d,428,649,-34.1
20210411,S08000020,,45 - 64,,All,d,300,390,-23.1
20210411,S08000020,,65 - 74,,All,d,171,161.5,5.9
20210411,S08000020,,75 - 84,,All,d,149,136.5,9.2
20210411,S08000020,,85 and over,,All,d,107,97.5,9.7
20210411,S08000020,,All ages,d,All,d,1417,1803,-21.4
20210411,S08000020,,All ages,d,Female,,721,827,-12.8
20210411,S08000020,,All ages,d,Male,,679,922.5,-26.4
20210411,S08000022,,Under 5,,All,d,49,55,-10.9
20210411,S08000022,,5 - 14,,All,d,56,85,-34.1
20210411,S08000022,,15 - 44,,All,d,286,383,-25.3
20210411,S08000022,,45 - 64,,All,d,211,264,-20.1
20210411,S08000022,,65 - 74,,All,d,97,102.5,-5.4
20210411,S08000022,,75 - 84,,All,d,92,90.5,1.7
20210411,S08000022,,85 and over,,All,d,60,57,5.3
20210411,S08000022,,All ages,d,All,d,859,1125.5,-23.7
20210411,S08000022,,All ages,d,Female,,410,508.5,-19.4
20210411,S08000022,,All ages,d,Male,,441,528.5,-16.6
20210411,S08000024,,Under 5,,All,d,476,620,-23.2
20210411,S08000024,,5 - 14,,All,d,410,472,-13.1
20210411,S08000024,,15 - 44,,All,d,1301,1454.5,-10.6
20210411,S08000024,,45 - 64,,All,d,840,832.5,0.9
20210411,S08000024,,65 - 74,,All,d,294,318,-7.5
20210411,S08000024,,75 - 84,,All,d,301,296.5,1.5
20210411,S08000024,,85 and over,,All,d,171,179,-4.5
20210411,S08000024,,All ages,d,All,d,3850,4358,-11.7
20210411,S08000024,,All ages,d,Female,,1982,2089,-5.1
20210411,S08000024,,All ages,d,Male,,1811,2083.5,-13.1
20210411,S08000025,,15 - 44,,All,d,20,33,-39.4
20210411,S08000025,,45 - 64,,All,d,23,28.5,-19.3
20210411,S08000025,,65 - 74,,All,d,20,12.5,60
20210411,S08000025,,75 - 84,,All,d,10,17,-41.2
20210411,S08000025,,85 and over,,All,d,9,5.5,63.6
20210411,S08000025,,All ages,d,All,d,92,118,-22
20210411,S08000025,,All ages,d,Female,,32,53,-39.6
20210411,S08000025,,All ages,d,Male,,57,61,-6.6
20210411,S08000026,,15 - 44,,All,d,38,39,-2.6
20210411,S08000026,,45 - 64,,All,d,27,35.5,-23.9
20210411,S08000026,,65 - 74,,All,d,12,17,-29.4
20210411,S08000026,,75 - 84,,All,d,18,15,20
20210411,S08000026,,All ages,d,All,d,109,137.5,-20.7
20210411,S08000026,,All ages,d,Female,,44,69,-36.2
20210411,S08000026,,All ages,d,Male,,62,64.5,-3.9
20210411,S08000028,,15 - 44,,All,d,29,44.5,-34.8
20210411,S08000028,,45 - 64,,All,d,20,31,-35.5
20210411,S08000028,,65 - 74,,All,d,12,13.5,-11.1
20210411,S08000028,,75 - 84,,All,d,6,15.5,-61.3
20210411,S08000028,,All ages,d,All,d,79,136,-41.9
20210411,S08000028,,All ages,d,Female,,39,60.5,-35.5
20210411,S08000028,,All ages,d,Male,,39,69.5,-43.9
20210411,S08000029,,Under 5,,All,d,93,101,-7.9
20210411,S08000029,,5 - 14,,All,d,87,90,-3.3
20210411,S08000029,,15 - 44,,All,d,376,451,-16.6
20210411,S08000029,,45 - 64,,All,d,268,289,-7.3
20210411,S08000029,,65 - 74,,All,d,103,135,-23.7
20210411,S08000029,,75 - 84,,All,d,113,110.5,2.3
20210411,S08000029,,85 and over,,All,d,57,72,-20.8
20210411,S08000029,,All ages,d,All,d,1097,1255.5,-12.6
20210411,S08000029,,All ages,d,Female,,557,622,-10.5
20210411,S08000029,,All ages,d,Male,,540,626.5,-13.8
20210411,S08000030,,Under 5,,All,d,110,100,10
20210411,S08000030,,5 - 14,,All,d,112,109.5,2.3
20210411,S08000030,,15 - 44,,All,d,445,549,-18.9
20210411,S08000030,,45 - 64,,All,d,268,293,-8.5
20210411,S08000030,,65 - 74,,All,d,96,129.5,-25.9
20210411,S08000030,,75 - 84,,All,d,93,138,-32.6
20210411,S08000030,,85 and over,,All,d,59,67,-11.9
20210411,S08000030,,All ages,d,All,d,1184,1386,-14.6
20210411,S08000030,,All ages,d,Female,,560,666,-15.9
20210411,S08000030,,All ages,d,Male,,623,720,-13.5
20210411,S08000031,,Under 5,,All,d,560,801.5,-30.1
20210411,S08000031,,5 - 14,,All,d,525,515.5,1.8
20210411,S08000031,,15 - 44,,All,d,2121,2523.5,-16
20210411,S08000031,,45 - 64,,All,d,1370,1482,-7.6
20210411,S08000031,,65 - 74,,All,d,496,583.5,-15
20210411,S08000031,,75 - 84,,All,d,426,538.5,-20.9
20210411,S08000031,,85 and over,,All,d,280,322.5,-13.2
20210411,S08000031,,All ages,d,All,d,5802,6775.5,-14.4
20210411,S08000031,,All ages,d,Female,,2924,3344,-12.6
20210411,S08000031,,All ages,d,Male,,2854,3423,-16.6
20210411,S08000032,,Under 5,,All,d,186,228.5,-18.6
20210411,S08000032,,5 - 14,,All,d,194,212,-8.5
20210411,S08000032,,15 - 44,,All,d,1306,1382,-5.5
20210411,S08000032,,45 - 64,,All,d,1064,1028.5,3.5
20210411,S08000032,,65 - 74,,All,d,411,418.5,-1.8
20210411,S08000032,,75 - 84,,All,d,359,409,-12.2
20210411,S08000032,,85 and over,,All,d,169,201.5,-16.1
20210411,S08000032,,All ages,d,All,d,3713,3917.5,-5.2
20210411,S08000032,,All ages,d,Female,,1898,1972,-3.8
20210411,S08000032,,All ages,d,Male,,1791,1908,-6.1
20210411,S92000003,d,Under 5,,All,d,1867,2501.5,-25.4
20210411,S92000003,d,5 - 14,,All,d,1796,2030.5,-11.5
20210411,S92000003,d,15 - 44,,All,d,7567,9127.5,-17.1
